n,x,y,f,obj,rel,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
313,12,18,1,1360,0.339,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
314,11,18,1,1480,0.369,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
315,10,18,1,1580,0.394,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
316,9,18,1,1350,0.336,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
317,8,18,1,1450,0.361,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
318,7,18,1,1570,0.391,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
319,6,18,1,1670,0.416,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
320,5,18,1,365,0.091,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
321,4,18,1,465,0.116,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
322,3,18,1,585,0.146,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
323,2,18,1,685,0.171,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
324,1,18,1,455,0.113,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
325,1,19,1,555,0.138,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
326,2,19,1,675,0.168,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
327,3,19,1,775,0.193,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
328,4,19,1,765,0.191,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
329,5,19,1,865,0.215,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
330,6,19,1,985,0.245,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
331,7,19,1,1085,0.270,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
332,8,19,1,855,0.213,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
333,9,19,1,955,0.238,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
334,10,19,1,1075,0.268,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
335,11,19,1,1175,0.293,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
336,12,19,1,665,0.166,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
337,13,19,1,765,0.191,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
338,14,19,1,885,0.220,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
339,15,19,1,985,0.245,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
340,16,19,1,755,0.188,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
341,17,19,1,855,0.213,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
342,18,19,1,975,0.243,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
343,19,19,1,1075,0.268,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
344,19,18,1,1065,0.265,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
345,19,17,1,1165,0.290,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
346,19,16,1,1285,0.320,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
347,19,15,1,1385,0.345,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
348,19,14,1,1155,0.288,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
349,19,13,1,1255,0.313,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
350,19,12,1,1375,0.342,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
351,19,11,1,1475,0.367,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
352,19,10,1,765,0.191,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
353,19,9,1,865,0.215,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
354,19,8,1,985,0.245,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
355,19,7,1,1085,0.270,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
356,19,6,1,855,0.213,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
357,19,5,1,955,0.238,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
358,19,4,1,1075,0.268,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
359,19,3,1,1175,0.293,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
360,19,2,1,1165,0.290,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
361,19,1,1,1265,0.315,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
362,20,1,1,1385,0.345,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0
363,20,2,1,1485,0.370,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
364,20,3,1,1255,0.313,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
365,20,4,1,1355,0.337,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
366,20,5,1,1475,0.367,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
367,20,6,1,1575,0.392,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
368,20,7,1,1065,0.265,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
369,20,8,1,1165,0.290,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
370,20,9,1,1285,0.320,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
371,20,10,1,1385,0.345,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
372,20,11,1,1155,0.288,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
373,20,12,1,1255,0.313,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
374,20,13,1,1375,0.342,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0
375,20,14,1,1475,0.367,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
376,20,15,1,1465,0.365,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
377,20,16,1,1565,0.390,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
378,20,17,1,1685,0.420,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
379,20,18,1,1785,0.445,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
380,20,19,1,1555,0.387,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
381,20,20,1,1655,0.412,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
382,19,20,1,1775,0.442,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
383,18,20,1,1875,0.467,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
384,17,20,1,280,0.070,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
385,16,20,1,380,0.095,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
386,15,20,1,500,0.125,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
387,14,20,1,600,0.149,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
388,13,20,1,370,0.092,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
389,12,20,1,470,0.117,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
390,11,20,1,590,0.147,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
391,10,20,1,690,0.172,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
392,9,20,1,680,0.169,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
393,8,20,1,780,0.194,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
394,7,20,1,900,0.224,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
395,6,20,1,1000,0.249,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
396,5,20,1,770,0.192,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
397,4,20,1,870,0.217,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
398,3,20,1,990,0.247,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
399,2,20,1,1090,0.271,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
400,1,20,1,580,0.144,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
401,1,21,1,680,0.169,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
402,2,21,1,800,0.199,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
403,3,21,1,900,0.224,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
404,4,21,1,670,0.167,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
405,5,21,1,770,0.192,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
406,6,21,1,890,0.222,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
407,7,21,1,990,0.247,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
408,8,21,1,980,0.244,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
409,9,21,1,1080,0.269,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
410,10,21,1,1200,0.299,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
411,11,21,1,1300,0.324,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
412,12,21,1,1070,0.267,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
413,13,21,1,1170,0.291,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
414,14,21,1,1290,0.321,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
415,15,21,1,1390,0.346,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
416,16,21,1,680,0.169,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
417,17,21,1,780,0.194,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
418,18,21,1,900,0.224,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
419,19,21,1,1000,0.249,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
420,20,21,1,770,0.192,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
421,21,21,1,870,0.217,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
422,21,20,1,990,0.247,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
423,21,19,1,1090,0.271,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
424,21,18,1,1080,0.269,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
425,21,17,1,1180,0.294,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
426,21,16,1,1300,0.324,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
427,21,15,1,1400,0.349,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
428,21,14,1,1170,0.291,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
429,21,13,1,1270,0.316,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
430,21,12,1,1390,0.346,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
431,21,11,1,1490,0.371,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
432,21,10,1,980,0.244,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
433,21,9,1,1080,0.269,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
434,21,8,1,1200,0.299,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
435,21,7,1,1300,0.324,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
436,21,6,1,1070,0.267,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
437,21,5,1,1170,0.291,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
438,21,4,1,1290,0.321,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0
439,21,3,1,1390,0.346,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
440,21,2,1,1380,0.344,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
441,21,1,1,1480,0.369,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
442,22,1,1,1600,0.399,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
443,22,2,1,1700,0.423,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0
444,22,3,1,1470,0.366,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
445,22,4,1,1570,0.391,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
446,22,5,1,1690,0.421,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
447,22,6,1,1790,0.446,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
448,22,7,1,485,0.121,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
449,22,8,1,585,0.146,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
450,22,9,1,705,0.176,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
451,22,10,1,805,0.200,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
452,22,11,1,575,0.143,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
453,22,12,1,675,0.168,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
454,22,13,1,795,0.198,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
455,22,14,1,895,0.223,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
456,22,15,1,885,0.220,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
457,22,16,1,985,0.245,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
458,22,17,1,1105,0.275,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
459,22,18,1,1205,0.300,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
460,22,19,1,975,0.243,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
461,22,20,1,1075,0.268,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0
462,22,21,1,1195,0.298,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0
463,22,22,1,1295,0.323,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
464,21,22,1,785,0.196,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
465,20,22,1,885,0.220,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
466,19,22,1,1005,0.250,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
467,18,22,1,1105,0.275,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0
468,17,22,1,875,0.218,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
469,16,22,1,975,0.243,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
470,15,22,1,1095,0.273,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0
471,14,22,1,1195,0.298,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
472,13,22,1,1185,0.295,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
473,12,22,1,1285,0.320,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
474,11,22,1,1405,0.350,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
475,10,22,1,1505,0.375,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
476,9,22,1,1275,0.318,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
477,8,22,1,1375,0.342,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
478,7,22,1,1495,0.372,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0
479,6,22,1,1595,0.397,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
480,5,22,1,885,0.220,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
481,4,22,1,985,0.245,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
482,3,22,1,1105,0.275,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
483,2,22,1,1205,0.300,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
484,1,22,1,975,0.243,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
485,1,23,1,1075,0.268,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0
486,2,23,1,1195,0.298,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
487,3,23,1,1295,0.323,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
488,4,23,1,1285,0.320,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
489,5,23,1,1385,0.345,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
490,6,23,1,1505,0.375,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0
491,7,23,1,1605,0.400,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
492,8,23,1,1375,0.342,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
493,9,23,1,1475,0.367,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
494,10,23,1,1595,0.397,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0
495,11,23,1,1695,0.422,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
496,12,23,1,1185,0.295,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
497,13,23,1,1285,0.320,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
498,14,23,1,1405,0.350,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
499,15,23,1,1505,0.375,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0
500,16,23,1,1275,0.318,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
501,17,23,1,1375,0.342,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0
502,18,23,1,1495,0.372,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0
503,19,23,1,1595,0.397,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
504,20,23,1,1585,0.395,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
505,21,23,1,1685,0.420,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
506,22,23,1,1805,0.450,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
507,23,23,1,1905,0.474,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
508,23,22,1,1675,0.417,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
509,23,21,1,1775,0.442,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
510,23,20,1,1895,0.472,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
511,23,19,1,1995,0.497,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
512,23,18,1,580,0.144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
513,23,17,1,680,0.169,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
514,23,16,1,800,0.199,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
515,23,15,1,900,0.224,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
516,23,14,1,670,0.167,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
517,23,13,1,770,0.192,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
518,23,12,1,890,0.222,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
519,23,11,1,990,0.247,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
520,23,10,1,980,0.244,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
521,23,9,1,1080,0.269,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
522,23,8,1,1200,0.299,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
523,23,7,1,1300,0.324,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
524,23,6,1,1070,0.267,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
525,23,5,1,1170,0.291,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
526,23,4,1,1290,0.321,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
527,23,3,1,1390,0.346,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
528,23,2,1,880,0.219,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
529,23,1,1,980,0.244,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
530,24,1,1,1100,0.274,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
531,24,2,1,1200,0.299,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
532,24,3,1,970,0.242,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
533,24,4,1,1070,0.267,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
534,24,5,1,1190,0.296,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
535,24,6,1,1290,0.321,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
536,24,7,1,1280,0.319,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
537,24,8,1,1380,0.344,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
538,24,9,1,1500,0.374,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
539,24,10,1,1600,0.399,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
540,24,11,1,1370,0.341,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
541,24,12,1,1470,0.366,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
542,24,13,1,1590,0.396,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
543,24,14,1,1690,0.421,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
544,24,15,1,980,0.244,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
545,24,16,1,1080,0.269,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
546,24,17,1,1200,0.299,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
547,24,18,1,1300,0.324,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
548,24,19,1,1070,0.267,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
549,24,20,1,1170,0.291,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
550,24,21,1,1290,0.321,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
551,24,22,1,1390,0.346,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
552,24,23,1,1380,0.344,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
553,24,24,1,1480,0.369,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
554,23,24,1,1600,0.399,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
555,22,24,1,1700,0.423,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
556,21,24,1,1470,0.366,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
557,20,24,1,1570,0.391,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
558,19,24,1,1690,0.421,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
559,18,24,1,1790,0.446,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
560,17,24,1,1280,0.319,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
561,16,24,1,1380,0.344,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
562,15,24,1,1500,0.374,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
563,14,24,1,1600,0.399,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
564,13,24,1,1370,0.341,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
565,12,24,1,1470,0.366,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
566,11,24,1,1590,0.396,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
567,10,24,1,1690,0.421,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
568,9,24,1,1680,0.418,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
569,8,24,1,1780,0.443,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
570,7,24,1,1900,0.473,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
571,6,24,1,2000,0.498,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
572,5,24,1,1770,0.441,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
573,4,24,1,1870,0.466,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
574,3,24,1,1990,0.496,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
575,2,24,1,2090,0.521,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
576,1,24,1,785,0.196,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
577,1,25,1,885,0.220,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
578,2,25,1,1005,0.250,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
579,3,25,1,1105,0.275,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
580,4,25,1,875,0.218,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
581,5,25,1,975,0.243,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
582,6,25,1,1095,0.273,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
583,7,25,1,1195,0.298,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
584,8,25,1,1185,0.295,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
585,9,25,1,1285,0.320,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
586,10,25,1,1405,0.350,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
587,11,25,1,1505,0.375,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
588,12,25,1,1275,0.318,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
589,13,25,1,1375,0.342,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
590,14,25,1,1495,0.372,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
591,15,25,1,1595,0.397,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
592,16,25,1,1085,0.270,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
593,17,25,1,1185,0.295,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
594,18,25,1,1305,0.325,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
595,19,25,1,1405,0.350,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
596,20,25,1,1175,0.293,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
597,21,25,1,1275,0.318,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
598,22,25,1,1395,0.347,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
599,23,25,1,1495,0.372,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0
600,24,25,1,1485,0.370,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
601,25,25,1,1585,0.395,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
602,25,24,1,1705,0.425,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
603,25,23,1,1805,0.450,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
604,25,22,1,1575,0.392,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
605,25,21,1,1675,0.417,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
606,25,20,1,1795,0.447,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
607,25,19,1,1895,0.472,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
608,25,18,1,1185,0.295,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
609,25,17,1,1285,0.320,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
610,25,16,1,1405,0.350,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
611,25,15,1,1505,0.375,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
612,25,14,1,1275,0.318,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
613,25,13,1,1375,0.342,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
614,25,12,1,1495,0.372,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
615,25,11,1,1595,0.397,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
616,25,10,1,1585,0.395,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
617,25,9,1,1685,0.420,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
618,25,8,1,1805,0.450,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
619,25,7,1,1905,0.474,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
620,25,6,1,1675,0.417,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
621,25,5,1,1775,0.442,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
622,25,4,1,1895,0.472,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0
623,25,3,1,1995,0.497,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
