n,x,y,f,rel
1153,4,34,1,0.154
1154,3,34,1,0.184
1155,2,34,1,0.209
1156,1,34,1,0.152
1157,1,35,1,0.177
1158,2,35,1,0.207
1159,3,35,1,0.232
1160,4,35,1,0.229
1161,5,35,1,0.254
1162,6,35,1,0.284
1163,7,35,1,0.309
1164,8,35,1,0.252
1165,9,35,1,0.276
1166,10,35,1,0.306
1167,11,35,1,0.331
1168,12,35,1,0.204
1169,13,35,1,0.229
1170,14,35,1,0.259
1171,15,35,1,0.284
1172,16,35,1,0.227
1173,17,35,1,0.252
1174,18,35,1,0.281
1175,19,35,1,0.306
1176,20,35,1,0.304
1177,21,35,1,0.329
1178,22,35,1,0.359
1179,23,35,1,0.384
1180,24,35,1,0.326
1181,25,35,1,0.351
1182,26,35,1,0.381
1183,27,35,1,0.406
1184,28,35,1,0.229
1185,29,35,1,0.254
1186,30,35,1,0.284
1187,31,35,1,0.309
1188,32,35,1,0.252
1189,33,35,1,0.276
1190,34,35,1,0.306
1191,35,35,1,0.331
1192,35,34,1,0.329
1193,35,33,1,0.354
1194,35,32,1,0.384
1195,35,31,1,0.408
1196,35,30,1,0.351
1197,35,29,1,0.376
1198,35,28,1,0.406
1199,35,27,1,0.431
1200,35,26,1,0.304
1201,35,25,1,0.329
1202,35,24,1,0.359
1203,35,23,1,0.384
1204,35,22,1,0.326
1205,35,21,1,0.351
1206,35,20,1,0.381
1207,35,19,1,0.406
1208,35,18,1,0.403
1209,35,17,1,0.428
1210,35,16,1,0.458
1211,35,15,1,0.483
1212,35,14,1,0.426
1213,35,13,1,0.451
1214,35,12,1,0.481
1215,35,11,1,0.506
1216,35,10,1,0.181
1217,35,9,1,0.205
1218,35,8,1,0.235
1219,35,7,1,0.260
1220,35,6,1,0.203
1221,35,5,1,0.228
1222,35,4,1,0.258
1223,35,3,1,0.283
1224,35,2,1,0.280
1225,35,1,1,0.305
1226,36,1,1,0.335
1227,36,2,1,0.360
1228,36,3,1,0.303
1229,36,4,1,0.328
1230,36,5,1,0.357
1231,36,6,1,0.382
1232,36,7,1,0.255
1233,36,8,1,0.280
1234,36,9,1,0.310
1235,36,10,1,0.335
1236,36,11,1,0.278
1237,36,12,1,0.303
1238,36,13,1,0.333
1239,36,14,1,0.357
1240,36,15,1,0.355
1241,36,16,1,0.380
1242,36,17,1,0.410
1243,36,18,1,0.435
1244,36,19,1,0.377
1245,36,20,1,0.402
1246,36,21,1,0.432
1247,36,22,1,0.457
1248,36,23,1,0.280
1249,36,24,1,0.305
1250,36,25,1,0.335
1251,36,26,1,0.360
1252,36,27,1,0.303
1253,36,28,1,0.328
1254,36,29,1,0.357
1255,36,30,1,0.382
1256,36,31,1,0.380
1257,36,32,1,0.405
1258,36,33,1,0.435
1259,36,34,1,0.460
1260,36,35,1,0.402
1261,36,36,1,0.427
1262,35,36,1,0.457
1263,34,36,1,0.482
1264,33,36,1,0.355
1265,32,36,1,0.380
1266,31,36,1,0.410
1267,30,36,1,0.435
1268,29,36,1,0.377
1269,28,36,1,0.402
1270,27,36,1,0.432
1271,26,36,1,0.457
1272,25,36,1,0.455
1273,24,36,1,0.479
1274,23,36,1,0.509
1275,22,36,1,0.534
1276,21,36,1,0.477
1277,20,36,1,0.502
1278,19,36,0,0.532
1279,18,36,0,0.557
1280,17,36,1,0.139
1281,16,36,1,0.164
1282,15,36,1,0.194
1283,14,36,1,0.219
1284,13,36,1,0.162
1285,12,36,1,0.187
1286,11,36,1,0.217
1287,10,36,1,0.242
1288,9,36,1,0.239
1289,8,36,1,0.264
1290,7,36,1,0.294
1291,6,36,1,0.319
1292,5,36,1,0.262
1293,4,36,1,0.286
1294,3,36,1,0.316
1295,2,36,1,0.341
1296,1,36,1,0.214
1297,1,37,1,0.239
1298,2,37,1,0.269
1299,3,37,1,0.294
1300,4,37,1,0.237
1301,5,37,1,0.262
1302,6,37,1,0.291
1303,7,37,1,0.316
1304,8,37,1,0.314
1305,9,37,1,0.339
1306,10,37,1,0.369
1307,11,37,1,0.394
1308,12,37,1,0.336
1309,13,37,1,0.361
1310,14,37,1,0.391
1311,15,37,1,0.416
1312,16,37,1,0.239
1313,17,37,1,0.264
1314,18,37,1,0.294
1315,19,37,1,0.319
1316,20,37,1,0.262
1317,21,37,1,0.286
1318,22,37,1,0.316
1319,23,37,1,0.341
1320,24,37,1,0.339
1321,25,37,1,0.364
1322,26,37,1,0.394
1323,27,37,1,0.418
1324,28,37,1,0.361
1325,29,37,1,0.386
1326,30,37,1,0.416
1327,31,37,1,0.441
1328,32,37,1,0.314
1329,33,37,1,0.339
1330,34,37,1,0.369
1331,35,37,1,0.394
1332,36,37,1,0.336
1333,37,37,1,0.361
1334,37,36,1,0.391
1335,37,35,1,0.416
1336,37,34,1,0.413
1337,37,33,1,0.438
1338,37,32,1,0.468
1339,37,31,0,0.493
1340,37,30,1,0.436
1341,37,29,1,0.461
1342,37,28,0,0.491
1343,37,27,0,0.516
1344,37,26,1,0.191
1345,37,25,1,0.215
1346,37,24,1,0.245
1347,37,23,1,0.270
1348,37,22,1,0.213
1349,37,21,1,0.238
1350,37,20,1,0.268
1351,37,19,1,0.293
1352,37,18,1,0.290
1353,37,17,1,0.315
1354,37,16,1,0.345
1355,37,15,1,0.370
1356,37,14,1,0.313
1357,37,13,1,0.337
1358,37,12,1,0.367
1359,37,11,1,0.392
1360,37,10,1,0.265
1361,37,9,1,0.290
1362,37,8,1,0.320
1363,37,7,1,0.345
1364,37,6,1,0.288
1365,37,5,1,0.313
1366,37,4,1,0.342
1367,37,3,1,0.367
1368,37,2,1,0.365
1369,37,1,1,0.390
1370,38,1,1,0.420
1371,38,2,1,0.445
1372,38,3,1,0.387
1373,38,4,1,0.412
1374,38,5,1,0.442
1375,38,6,1,0.467
1376,38,7,1,0.290
1377,38,8,1,0.315
1378,38,9,1,0.345
1379,38,10,1,0.370
1380,38,11,1,0.313
1381,38,12,1,0.337
1382,38,13,1,0.367
1383,38,14,1,0.392
1384,38,15,1,0.390
1385,38,16,1,0.415
1386,38,17,1,0.445
1387,38,18,1,0.469
1388,38,19,1,0.412
1389,38,20,1,0.437
1390,38,21,1,0.467
1391,38,22,1,0.492
1392,38,23,1,0.365
1393,38,24,1,0.390
1394,38,25,1,0.420
1395,38,26,1,0.445
1396,38,27,1,0.387
1397,38,28,1,0.412
1398,38,29,1,0.442
1399,38,30,1,0.467
1400,38,31,1,0.465
1401,38,32,0,0.489
1402,38,33,0,0.519
1403,38,34,0,0.544
1404,38,35,0,0.487
1405,38,36,0,0.512
1406,38,37,0,0.542
1407,38,38,0,0.567
1408,37,38,1,0.169
1409,36,38,1,0.194
1410,35,38,1,0.224
1411,34,38,1,0.249
1412,33,38,1,0.192
1413,32,38,1,0.217
1414,31,38,1,0.247
1415,30,38,1,0.271
1416,29,38,1,0.269
1417,28,38,1,0.294
1418,27,38,1,0.324
1419,26,38,1,0.349
1420,25,38,1,0.291
1421,24,38,1,0.316
1422,23,38,1,0.346
1423,22,38,1,0.371
1424,21,38,1,0.244
1425,20,38,1,0.269
1426,19,38,1,0.299
1427,18,38,1,0.324
1428,17,38,1,0.267
1429,16,38,1,0.291
1430,15,38,1,0.321
1431,14,38,1,0.346
1432,13,38,1,0.344
1433,12,38,1,0.369
1434,11,38,1,0.399
1435,10,38,1,0.423
1436,9,38,1,0.366
1437,8,38,1,0.391
1438,7,38,1,0.421
1439,6,38,1,0.446
1440,5,38,1,0.269
1441,4,38,1,0.294
1442,3,38,1,0.324
1443,2,38,1,0.349
1444,1,38,1,0.291
1445,1,39,1,0.316
1446,2,39,1,0.346
1447,3,39,1,0.371
1448,4,39,1,0.369
1449,5,39,1,0.394
1450,6,39,1,0.423
1451,7,39,1,0.448
1452,8,39,1,0.391
1453,9,39,1,0.416
1454,10,39,1,0.446
1455,11,39,1,0.471
1456,12,39,1,0.344
1457,13,39,1,0.369
1458,14,39,1,0.399
1459,15,39,1,0.423
1460,16,39,1,0.366
1461,17,39,1,0.391
1462,18,39,1,0.421
1463,19,39,1,0.446
1464,20,39,1,0.443
1465,21,39,1,0.468
1466,22,39,0,0.498
1467,23,39,0,0.523
1468,24,39,1,0.466
1469,25,39,0,0.491
1470,26,39,0,0.521
1471,27,39,0,0.545
1472,28,39,1,0.220
1473,29,39,1,0.245
1474,30,39,1,0.275
1475,31,39,1,0.300
1476,32,39,1,0.243
1477,33,39,1,0.268
1478,34,39,1,0.298
1479,35,39,1,0.323
1480,36,39,1,0.320
1481,37,39,1,0.345
1482,38,39,1,0.375
1483,39,39,1,0.400
1484,39,38,1,0.342
1485,39,37,1,0.367
1486,39,36,1,0.397
1487,39,35,1,0.422
1488,39,34,1,0.295
1489,39,33,1,0.320
1490,39,32,1,0.350
1491,39,31,1,0.375
1492,39,30,1,0.318
1493,39,29,1,0.342
1494,39,28,1,0.372
1495,39,27,1,0.397
1496,39,26,1,0.395
1497,39,25,1,0.420
1498,39,24,1,0.450
1499,39,23,1,0.474
1500,39,22,1,0.417
1501,39,21,1,0.442
1502,39,20,1,0.472
1503,39,19,1,0.497
1504,39,18,1,0.320
1505,39,17,1,0.345
1506,39,16,1,0.375
1507,39,15,1,0.400
1508,39,14,1,0.342
1509,39,13,1,0.367
1510,39,12,1,0.397
1511,39,11,1,0.422
1512,39,10,1,0.420
1513,39,9,1,0.445
1514,39,8,1,0.474
1515,39,7,1,0.499
1516,39,6,1,0.442
1517,39,5,1,0.467
1518,39,4,1,0.497
1519,39,3,1,0.522
1520,39,2,1,0.395
1521,39,1,1,0.420
1522,40,1,1,0.450
1523,40,2,1,0.474
1524,40,3,1,0.417
1525,40,4,1,0.442
1526,40,5,1,0.472
1527,40,6,1,0.497
1528,40,7,0,0.494
1529,40,8,0,0.519
1530,40,9,0,0.549
1531,40,10,0,0.574
1532,40,11,0,0.517
1533,40,12,0,0.542
1534,40,13,0,0.572
1535,40,14,0,0.597
1536,40,15,1,0.244
1537,40,16,1,0.269
1538,40,17,1,0.299
1539,40,18,1,0.324
1540,40,19,1,0.267
1541,40,20,1,0.291
1542,40,21,1,0.321
1543,40,22,1,0.346
1544,40,23,1,0.344
1545,40,24,1,0.369
1546,40,25,1,0.399
1547,40,26,1,0.423
1548,40,27,1,0.366
1549,40,28,1,0.391
1550,40,29,1,0.421
1551,40,30,1,0.446
1552,40,31,1,0.319
1553,40,32,1,0.344
1554,40,33,1,0.374
1555,40,34,1,0.399
1556,40,35,1,0.341
1557,40,36,1,0.366
1558,40,37,1,0.396
1559,40,38,1,0.421
1560,40,39,1,0.418
1561,40,40,1,0.443
1562,39,40,1,0.473
1563,38,40,1,0.498
1564,37,40,1,0.441
1565,36,40,1,0.466
1566,35,40,1,0.496
1567,34,40,1,0.521
1568,33,40,1,0.344
1569,32,40,1,0.369
1570,31,40,1,0.399
1571,30,40,1,0.423
1572,29,40,1,0.366
1573,28,40,1,0.391
1574,27,40,1,0.421
1575,26,40,1,0.446
1576,25,40,1,0.443
1577,24,40,1,0.468
1578,23,40,1,0.498
1579,22,40,1,0.523
1580,21,40,1,0.466
1581,20,40,1,0.491
1582,19,40,1,0.521
1583,18,40,1,0.545
1584,17,40,1,0.418
1585,16,40,1,0.443
1586,15,40,1,0.473
1587,14,40,1,0.498
1588,13,40,1,0.441
1589,12,40,1,0.466
1590,11,40,1,0.496
1591,10,40,1,0.521
1592,9,40,1,0.518
1593,8,40,1,0.543
1594,7,40,1,0.573
1595,6,40,0,0.598
1596,5,40,1,0.540
1597,4,40,0,0.565
1598,3,40,0,0.595
1599,2,40,0,0.620
1600,1,40,1,0.295
1601,1,41,1,0.320
1602,2,41,1,0.350
1603,3,41,1,0.375
1604,4,41,1,0.318
1605,5,41,1,0.342
1606,6,41,1,0.372
1607,7,41,1,0.397
1608,8,41,1,0.395
1609,9,41,1,0.420
1610,10,41,1,0.450
1611,11,41,1,0.474
1612,12,41,1,0.417
1613,13,41,1,0.442
1614,14,41,1,0.472
1615,15,41,1,0.497
1616,16,41,1,0.370
1617,17,41,1,0.395
1618,18,41,1,0.425
1619,19,41,1,0.450
1620,20,41,1,0.392
1621,21,41,1,0.417
1622,22,41,1,0.447
1623,23,41,1,0.472
1624,24,41,1,0.469
1625,25,41,1,0.494
1626,26,41,1,0.524
1627,27,41,1,0.549
1628,28,41,1,0.492
1629,29,41,1,0.517
1630,30,41,1,0.547
1631,31,41,1,0.572
1632,32,41,1,0.395
1633,33,41,1,0.420
1634,34,41,1,0.450
1635,35,41,1,0.474
1636,36,41,1,0.417
1637,37,41,1,0.442
1638,38,41,1,0.472
1639,39,41,1,0.497
1640,40,41,1,0.494
1641,41,41,1,0.519
1642,41,40,1,0.549
1643,41,39,1,0.574
1644,41,38,1,0.517
1645,41,37,1,0.542
1646,41,36,1,0.572
1647,41,35,1,0.597
1648,41,34,1,0.469
1649,41,33,1,0.494
1650,41,32,1,0.524
1651,41,31,1,0.549
1652,41,30,1,0.492
1653,41,29,1,0.517
1654,41,28,1,0.547
1655,41,27,1,0.572
1656,41,26,0,0.569
1657,41,25,0,0.594
1658,41,24,0,0.624
1659,41,23,0,0.649
1660,41,22,0,0.592
1661,41,21,0,0.616
1662,41,20,0,0.646
1663,41,19,0,0.671
1664,41,18,1,0.274
1665,41,17,1,0.299
1666,41,16,1,0.329
1667,41,15,1,0.354
1668,41,14,1,0.296
1669,41,13,1,0.321
1670,41,12,1,0.351
1671,41,11,1,0.376
1672,41,10,1,0.374
1673,41,9,1,0.399
1674,41,8,1,0.428
1675,41,7,1,0.453
1676,41,6,1,0.396
1677,41,5,1,0.421
1678,41,4,1,0.451
1679,41,3,1,0.476
1680,41,2,1,0.349
1681,41,1,1,0.374
1682,42,1,1,0.403
1683,42,2,1,0.428
1684,42,3,1,0.371
1685,42,4,1,0.396
1686,42,5,1,0.426
1687,42,6,1,0.451
1688,42,7,1,0.448
1689,42,8,1,0.473
1690,42,9,1,0.503
1691,42,10,1,0.528
1692,42,11,1,0.471
1693,42,12,1,0.496
1694,42,13,1,0.526
1695,42,14,1,0.550
1696,42,15,1,0.374
1697,42,16,1,0.399
1698,42,17,1,0.428
1699,42,18,1,0.453
1700,42,19,1,0.396
1701,42,20,1,0.421
1702,42,21,1,0.451
1703,42,22,1,0.476
1704,42,23,1,0.473
1705,42,24,1,0.498
1706,42,25,1,0.528
1707,42,26,1,0.553
1708,42,27,1,0.496
1709,42,28,1,0.521
1710,42,29,1,0.550
1711,42,30,1,0.575
1712,42,31,1,0.448
1713,42,32,1,0.473
1714,42,33,1,0.503
1715,42,34,1,0.528
1716,42,35,1,0.471
1717,42,36,1,0.496
1718,42,37,1,0.526
1719,42,38,1,0.550
1720,42,39,1,0.548
1721,42,40,1,0.573
1722,42,41,0,0.603
1723,42,42,0,0.628
1724,41,42,0,0.570
1725,40,42,0,0.595
1726,39,42,0,0.625
1727,38,42,0,0.650
1728,37,42,1,0.325
1729,36,42,1,0.350
1730,35,42,1,0.380
1731,34,42,1,0.405
1732,33,42,1,0.347
1733,32,42,1,0.372
1734,31,42,1,0.402
1735,30,42,1,0.427
1736,29,42,1,0.425
1737,28,42,1,0.450
1738,27,42,1,0.479
1739,26,42,1,0.504
1740,25,42,1,0.447
1741,24,42,1,0.472
1742,23,42,1,0.502
1743,22,42,1,0.527
1744,21,42,1,0.400
1745,20,42,1,0.425
1746,19,42,1,0.455
1747,18,42,1,0.479
1748,17,42,1,0.422
1749,16,42,1,0.447
1750,15,42,1,0.477
1751,14,42,1,0.502
1752,13,42,1,0.499
1753,12,42,1,0.524
1754,11,42,1,0.554
1755,10,42,1,0.579
1756,9,42,1,0.522
1757,8,42,1,0.547
1758,7,42,1,0.577
1759,6,42,1,0.601
1760,5,42,1,0.425
1761,4,42,1,0.450
1762,3,42,1,0.479
1763,2,42,1,0.504
1764,1,42,1,0.447
1765,1,43,1,0.472
1766,2,43,1,0.502
1767,3,43,1,0.527
1768,4,43,1,0.524
1769,5,43,1,0.549
1770,6,43,1,0.579
1771,7,43,1,0.604
1772,8,43,1,0.547
1773,9,43,1,0.572
1774,10,43,1,0.601
1775,11,43,1,0.626
1776,12,43,1,0.499
1777,13,43,1,0.524
1778,14,43,1,0.554
1779,15,43,1,0.579
1780,16,43,1,0.522
1781,17,43,1,0.547
1782,18,43,1,0.577
1783,19,43,1,0.601
1784,20,43,0,0.599
1785,21,43,0,0.624
1786,22,43,0,0.654
1787,23,43,0,0.679
1788,24,43,0,0.621
1789,25,43,0,0.646
1790,26,43,0,0.676
1791,27,43,0,0.701
1792,28,43,1,0.284
1793,29,43,1,0.309
1794,30,43,1,0.339
1795,31,43,1,0.364
1796,32,43,1,0.306
1797,33,43,1,0.331
1798,34,43,1,0.361
1799,35,43,1,0.386
1800,36,43,1,0.384
1801,37,43,1,0.408
1802,38,43,1,0.438
1803,39,43,1,0.463
1804,40,43,1,0.406
1805,41,43,1,0.431
1806,42,43,1,0.461
1807,43,43,1,0.486
1808,43,42,1,0.359
1809,43,41,1,0.384
1810,43,40,1,0.413
1811,43,39,1,0.438
1812,43,38,1,0.381
1813,43,37,1,0.406
1814,43,36,1,0.436
1815,43,35,1,0.461
1816,43,34,1,0.458
1817,43,33,1,0.483
1818,43,32,1,0.513
1819,43,31,1,0.538
1820,43,30,1,0.481
1821,43,29,1,0.506
1822,43,28,1,0.535
1823,43,27,1,0.560
1824,43,26,1,0.384
1825,43,25,1,0.408
1826,43,24,1,0.438
1827,43,23,1,0.463
1828,43,22,1,0.406
1829,43,21,1,0.431
1830,43,20,1,0.461
1831,43,19,1,0.486
1832,43,18,1,0.483
1833,43,17,1,0.508
1834,43,16,1,0.538
1835,43,15,1,0.563
1836,43,14,1,0.506
1837,43,13,1,0.531
1838,43,12,1,0.560
1839,43,11,1,0.585
1840,43,10,1,0.458
1841,43,9,1,0.483
1842,43,8,1,0.513
1843,43,7,1,0.538
1844,43,6,1,0.481
1845,43,5,1,0.506
1846,43,4,1,0.535
1847,43,3,1,0.560
1848,43,2,0,0.558
1849,43,1,0,0.583
1850,44,1,0,0.613
1851,44,2,0,0.638
1852,44,3,0,0.580
1853,44,4,0,0.605
1854,44,5,0,0.635
1855,44,6,0,0.660
1856,44,7,1,0.335
1857,44,8,1,0.360
1858,44,9,1,0.390
1859,44,10,1,0.415
1860,44,11,1,0.357
1861,44,12,1,0.382
1862,44,13,1,0.412
1863,44,14,1,0.437
1864,44,15,1,0.435
1865,44,16,1,0.460
1866,44,17,1,0.489
1867,44,18,1,0.514
1868,44,19,1,0.457
1869,44,20,1,0.482
1870,44,21,1,0.512
1871,44,22,1,0.537
1872,44,23,1,0.410
1873,44,24,1,0.435
1874,44,25,1,0.465
1875,44,26,1,0.489
1876,44,27,1,0.432
1877,44,28,1,0.457
1878,44,29,1,0.487
1879,44,30,1,0.512
1880,44,31,1,0.509
1881,44,32,1,0.534
1882,44,33,1,0.564
1883,44,34,1,0.589
1884,44,35,1,0.532
1885,44,36,1,0.557
1886,44,37,1,0.587
1887,44,38,1,0.611
1888,44,39,1,0.435
1889,44,40,1,0.460
1890,44,41,1,0.489
1891,44,42,1,0.514
1892,44,43,1,0.457
1893,44,44,1,0.482
1894,43,44,1,0.512
1895,42,44,1,0.537
1896,41,44,1,0.534
1897,40,44,1,0.559
1898,39,44,1,0.589
1899,38,44,0,0.614
1900,37,44,1,0.557
1901,36,44,0,0.582
1902,35,44,0,0.611
1903,34,44,0,0.636
1904,33,44,1,0.509
1905,32,44,1,0.534
1906,31,44,1,0.564
1907,30,44,0,0.589
1908,29,44,1,0.532
1909,28,44,0,0.557
1910,27,44,0,0.587
1911,26,44,0,0.611
1912,25,44,0,0.609
1913,24,44,0,0.634
1914,23,44,0,0.664
1915,22,44,0,0.689
1916,21,44,0,0.631
1917,20,44,0,0.656
1918,19,44,0,0.686
1919,18,44,0,0.711
1920,17,44,1,0.314
1921,16,44,1,0.339
1922,15,44,1,0.369
1923,14,44,1,0.394
1924,13,44,1,0.336
1925,12,44,1,0.361
1926,11,44,1,0.391
1927,10,44,1,0.416
1928,9,44,1,0.413
1929,8,44,1,0.438
1930,7,44,1,0.468
1931,6,44,1,0.493
1932,5,44,1,0.436
1933,4,44,1,0.461
1934,3,44,1,0.491
1935,2,44,1,0.516
1936,1,44,1,0.389
1937,1,45,1,0.413
1938,2,45,1,0.443
1939,3,45,1,0.468
1940,4,45,1,0.411
1941,5,45,1,0.436
1942,6,45,1,0.466
1943,7,45,1,0.491
1944,8,45,1,0.488
1945,9,45,1,0.513
1946,10,45,1,0.543
1947,11,45,1,0.568
1948,12,45,1,0.511
1949,13,45,1,0.535
1950,14,45,1,0.565
1951,15,45,1,0.590
1952,16,45,1,0.413
1953,17,45,1,0.438
1954,18,45,1,0.468
1955,19,45,1,0.493
1956,20,45,1,0.436
1957,21,45,1,0.461
1958,22,45,1,0.491
1959,23,45,1,0.516
1960,24,45,1,0.513
1961,25,45,1,0.538
1962,26,45,1,0.568
1963,27,45,1,0.593
1964,28,45,1,0.535
1965,29,45,1,0.560
1966,30,45,1,0.590
1967,31,45,0,0.615
1968,32,45,1,0.488
1969,33,45,1,0.513
1970,34,45,1,0.543
1971,35,45,1,0.568
1972,36,45,1,0.511
1973,37,45,1,0.535
1974,38,45,1,0.565
1975,39,45,0,0.590
1976,40,45,0,0.588
1977,41,45,0,0.613
1978,42,45,0,0.643
1979,43,45,0,0.667
1980,44,45,0,0.610
1981,45,45,0,0.635
1982,45,44,0,0.665
1983,45,43,0,0.690
1984,45,42,1,0.365
1985,45,41,1,0.390
1986,45,40,1,0.420
1987,45,39,1,0.445
1988,45,38,1,0.387
1989,45,37,1,0.412
1990,45,36,1,0.442
1991,45,35,1,0.467
1992,45,34,1,0.465
1993,45,33,1,0.489
1994,45,32,1,0.519
1995,45,31,1,0.544
1996,45,30,1,0.487
1997,45,29,1,0.512
1998,45,28,1,0.542
1999,45,27,1,0.567
2000,45,26,1,0.440
2001,45,25,1,0.465
2002,45,24,1,0.494
2003,45,23,1,0.519
2004,45,22,1,0.462
2005,45,21,1,0.487
2006,45,20,1,0.517
2007,45,19,1,0.542
2008,45,18,1,0.539
2009,45,17,1,0.564
2010,45,16,1,0.594
2011,45,15,1,0.619
2012,45,14,1,0.562
2013,45,13,1,0.587
2014,45,12,1,0.616
2015,45,11,1,0.641
2016,45,10,1,0.465
2017,45,9,1,0.489
2018,45,8,1,0.519
2019,45,7,1,0.544
2020,45,6,1,0.487
2021,45,5,1,0.512
2022,45,4,1,0.542
2023,45,3,1,0.567
2024,45,2,1,0.564
2025,45,1,1,0.589
2026,46,1,0,0.619
2027,46,2,0,0.644
2028,46,3,0,0.587
2029,46,4,0,0.611
2030,46,5,0,0.641
2031,46,6,0,0.666
2032,46,7,1,0.539
2033,46,8,1,0.564
2034,46,9,0,0.594
2035,46,10,0,0.619
2036,46,11,0,0.562
2037,46,12,0,0.587
2038,46,13,0,0.616
2039,46,14,0,0.641
2040,46,15,0,0.639
2041,46,16,0,0.664
2042,46,17,0,0.694
2043,46,18,0,0.719
2044,46,19,0,0.661
2045,46,20,0,0.686
2046,46,21,0,0.716
2047,46,22,0,0.741
2048,46,23,1,0.035
2049,46,24,1,0.060
2050,46,25,1,0.090
2051,46,26,1,0.115
2052,46,27,1,0.057
2053,46,28,1,0.082
2054,46,29,1,0.112
2055,46,30,1,0.137
2056,46,31,1,0.134
2057,46,32,1,0.159
2058,46,33,1,0.189
2059,46,34,1,0.214
2060,46,35,1,0.157
2061,46,36,1,0.182
2062,46,37,1,0.212
2063,46,38,1,0.237
2064,46,39,1,0.110
2065,46,40,1,0.134
2066,46,41,1,0.164
2067,46,42,1,0.189
2068,46,43,1,0.132
2069,46,44,1,0.157
2070,46,45,1,0.187
2071,46,46,1,0.212
2072,45,46,1,0.209
2073,44,46,1,0.234
2074,43,46,1,0.264
2075,42,46,1,0.289
2076,41,46,1,0.232
2077,40,46,1,0.257
2078,39,46,1,0.286
2079,38,46,1,0.311
2080,37,46,1,0.134
2081,36,46,1,0.159
2082,35,46,1,0.189
2083,34,46,1,0.214
2084,33,46,1,0.157
2085,32,46,1,0.182
2086,31,46,1,0.212
2087,30,46,1,0.237
2088,29,46,1,0.234
2089,28,46,1,0.259
2090,27,46,1,0.289
2091,26,46,1,0.314
2092,25,46,1,0.257
2093,24,46,1,0.281
2094,23,46,1,0.311
2095,22,46,1,0.336
2096,21,46,1,0.209
2097,20,46,1,0.234
2098,19,46,1,0.264
2099,18,46,1,0.289
2100,17,46,1,0.232
2101,16,46,1,0.257
2102,15,46,1,0.286
2103,14,46,1,0.311
2104,13,46,1,0.309
2105,12,46,1,0.334
2106,11,46,1,0.364
2107,10,46,1,0.389
2108,9,46,1,0.331
2109,8,46,1,0.356
2110,7,46,1,0.386
2111,6,46,1,0.411
2112,5,46,1,0.086
2113,4,46,1,0.111
2114,3,46,1,0.141
2115,2,46,1,0.166
2116,1,46,1,0.108
2117,1,47,1,0.133
2118,2,47,1,0.163
2119,3,47,1,0.188
2120,4,47,1,0.186
2121,5,47,1,0.210
2122,6,47,1,0.240
2123,7,47,1,0.265
2124,8,47,1,0.208
2125,9,47,1,0.233
2126,10,47,1,0.263
2127,11,47,1,0.288
2128,12,47,1,0.161
2129,13,47,1,0.186
2130,14,47,1,0.215
2131,15,47,1,0.240
2132,16,47,1,0.183
2133,17,47,1,0.208
2134,18,47,1,0.238
2135,19,47,1,0.263
2136,20,47,1,0.260
2137,21,47,1,0.285
2138,22,47,1,0.315
2139,23,47,1,0.340
2140,24,47,1,0.283
2141,25,47,1,0.308
2142,26,47,1,0.337
2143,27,47,1,0.362
2144,28,47,1,0.186
2145,29,47,1,0.210
2146,30,47,1,0.240
2147,31,47,1,0.265
2148,32,47,1,0.208
2149,33,47,1,0.233
2150,34,47,1,0.263
2151,35,47,1,0.288
2152,36,47,1,0.285
2153,37,47,1,0.310
2154,38,47,1,0.340
2155,39,47,1,0.365
2156,40,47,1,0.308
2157,41,47,1,0.333
2158,42,47,1,0.362
2159,43,47,1,0.387
2160,44,47,1,0.260
2161,45,47,1,0.285
2162,46,47,1,0.315
2163,47,47,1,0.340
2164,47,46,1,0.283
2165,47,45,1,0.308
2166,47,44,1,0.337
2167,47,43,1,0.362
2168,47,42,1,0.360
2169,47,41,1,0.385
2170,47,40,1,0.415
2171,47,39,1,0.440
2172,47,38,1,0.382
2173,47,37,1,0.407
2174,47,36,1,0.437
2175,47,35,1,0.462
2176,47,34,1,0.065
2177,47,33,1,0.090
2178,47,32,1,0.120
2179,47,31,1,0.144
2180,47,30,1,0.087
2181,47,29,1,0.112
2182,47,28,1,0.142
2183,47,27,1,0.167
2184,47,26,1,0.164
2185,47,25,1,0.189
2186,47,24,1,0.219
2187,47,23,1,0.244
2188,47,22,1,0.187
2189,47,21,1,0.212
2190,47,20,1,0.242
2191,47,19,1,0.267
2192,47,18,1,0.139
2193,47,17,1,0.164
2194,47,16,1,0.194
2195,47,15,1,0.219
2196,47,14,1,0.162
2197,47,13,1,0.187
2198,47,12,1,0.217
2199,47,11,1,0.242
2200,47,10,1,0.239
2201,47,9,1,0.264
2202,47,8,1,0.294
2203,47,7,1,0.319
2204,47,6,1,0.262
2205,47,5,1,0.286
2206,47,4,1,0.316
2207,47,3,1,0.341
2208,47,2,1,0.164
2209,47,1,1,0.189
2210,48,1,1,0.219
2211,48,2,1,0.244
2212,48,3,1,0.187
2213,48,4,1,0.212
2214,48,5,1,0.242
2215,48,6,1,0.267
2216,48,7,1,0.264
2217,48,8,1,0.289
2218,48,9,1,0.319
2219,48,10,1,0.344
2220,48,11,1,0.286
2221,48,12,1,0.311
2222,48,13,1,0.341
2223,48,14,1,0.366
2224,48,15,1,0.239
2225,48,16,1,0.264
2226,48,17,1,0.294
2227,48,18,1,0.319
2228,48,19,1,0.262
